VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
734,734,Shwetha Bhat,19,F,0
735,735,Harish Setty,39,M,0
736,736,Girish Rao,47,M,0
737,737,Firoz Bhat,48,M,0
738,738,Geetha Kumar,34,F,0
739,739,Bhavya Achar,20,F,0
740,740,Vinay Shetty,68,M,0
741,741,Geetha Shetty,48,F,0
742,742,Sushma Shetty,67,F,0
743,743,Santosh Setty,31,M,0
744,744,Manjunath Patil,20,M,0
745,745,Imran Prasad,64,M,0
746,746,Savitha Murthy,24,F,0
747,747,Roopa Setty,33,F,0
748,748,Santosh Shetty,18,M,0
749,749,Vidya Patil,53,F,0
750,750,Shivakumar Kumar,52,M,0
751,751,Geetha Hegde,25,F,0
752,752,Umesh Bhat,44,M,0
753,753,Arun Prasad,69,M,0
754,754,Sushma Hegde,24,F,0
755,755,Kavya Achar,51,F,0
756,756,Santosh Gowda,63,M,0
757,757,Kavya Gowda,27,F,0
758,758,Suresh Achar,47,M,0
759,759,Nagaratna Prasad,63,F,0
760,760,Arun Hegde,50,M,0
761,761,Sushma Hegde,19,F,0
762,762,Rekha Bhat,31,F,0
763,763,Nagaratna Achar,44,F,0
764,764,Savitha Hegde,20,F,0
765,765,Lakshmi Naik,32,F,0
766,766,Bhavya Patil,65,F,0
767,767,Divya Reddy,52,F,0
768,768,Basavaraj Nayak,48,M,0
769,769,Vidya Achar,33,F,0
770,770,Geetha Naik,38,F,0
771,771,Savitha Setty,63,F,0
772,772,Rekha Pasha,20,F,0
773,773,Rekha Shetty,48,F,0
774,774,Kavya Naik,63,F,0
775,775,Deepa Patil,65,F,0
776,776,Lakshmi Nayak,36,F,0
777,777,Anil Raju,62,M,0
778,778,Roopa Naik,49,F,0
779,779,Umesh Setty,27,M,0
780,780,Bhavya Gowda,20,F,0
781,781,Arun Raju,24,M,0
782,782,Savitha Patil,46,F,0
783,783,Kavya Kumar,67,F,0
784,784,Divya Pasha,54,F,0
785,785,Geetha Shetty,66,F,0
786,786,Anitha Reddy,68,F,0
787,787,Harish Gowda,37,M,0
788,788,Deepa Bhat,62,F,0
789,789,Kavya Hegde,48,F,0
790,790,Roopa Kumar,35,F,0
791,791,Anil Patil,49,M,0
792,792,Girish Pasha,39,M,0
793,793,Naveen Patil,44,M,0
794,794,Shwetha Raju,63,F,0
795,795,Kavya Shetty,38,F,0
796,796,Ramesh Shetty,32,M,0
797,797,Bhavya Patil,61,F,0
798,798,Kavya Rao,68,F,0
799,799,Imran Shetty,53,M,0
800,800,Anitha Gowda,18,F,0
801,801,Vidya Raju,24,F,0
802,802,Manjunath Setty,53,M,0
803,803,Shwetha Hegde,41,F,0
804,804,Naveen Naik,19,M,0
805,805,Roopa Bhat,21,F,0
806,806,Mahesh Nayak,37,M,0
807,807,Lakshmi Achar,42,F,0
808,808,Divya Hegde,50,F,0
809,809,Vinay Pasha,42,M,0
810,810,Nagaratna Gowda,35,F,0
811,811,Sushma Achar,52,F,0
812,812,Nagaraj Reddy,22,M,0
813,813,Arun Kumar,33,M,0
814,814,Mahesh Gowda,47,M,0
815,815,Roopa Rao,46,F,0
816,816,Prakash Rao,20,M,0
817,817,Shivakumar Achar,19,M,0
818,818,Kavya Bhat,30,F,0
819,819,Nagaraj Prasad,36,M,0
820,820,Lakshmi Shetty,58,F,0
821,821,Lokesh Patil,28,M,0
822,822,Sushma Pasha,27,F,0
823,823,Bhavya Patil,53,F,0
824,824,Vinay Patil,21,M,0
825,825,Umesh Kumar,55,M,0
826,826,Divya Setty,66,F,0
827,827,Umesh Raju,38,M,0
828,828,Anil Shetty,35,M,0
829,829,Firoz Bhat,61,M,0
830,830,Rekha Reddy,48,F,0
831,831,Suresh Rao,64,M,0
832,832,Kavya Reddy,19,F,0
833,833,Lokesh Prasad,46,M,0
834,834,Girish Shetty,70,M,0
835,835,Kiran Kumar,18,M,0
836,836,Girish Nayak,19,M,0
837,837,Mahesh Shetty,28,M,0
838,838,Shwetha Rao,26,F,0
839,839,Ravi Patil,42,M,0
840,840,Nagaratna Nayak,51,F,0
841,841,Manjunath Nayak,25,M,0
842,842,Kavya Gowda,67,F,0
843,843,Sushma Rao,50,F,0
844,844,Prakash Raju,25,M,0
845,845,Bhavya Rao,43,F,0
846,846,Suresh Rao,18,M,0
847,847,Shwetha Naik,31,F,0
848,848,Lokesh Naik,32,M,0
849,849,Anitha Prasad,66,F,0
850,850,Ramesh Shetty,28,M,0
851,851,Ramesh Pasha,56,M,0
852,852,Ravi Reddy,68,M,0
853,853,Ravi Pasha,29,M,0
854,854,Prasad Shetty,20,M,0
855,855,Anil Patil,44,M,0
856,856,Ravi Rao,51,M,0
857,857,Girish Reddy,40,M,0
858,858,Shwetha Gowda,40,F,0
859,859,Savitha Nayak,44,F,0
860,860,Firoz Pasha,18,M,0
861,861,Lokesh Gowda,63,M,0
862,862,Girish Patil,69,M,0
863,863,Firoz Nayak,69,M,0
864,864,Firoz Raju,70,M,0
865,865,Sushma Hegde,25,F,0
866,866,Nagaratna Setty,36,F,0
867,867,Prasad Kumar,19,M,0
868,868,Basavaraj Pasha,47,M,0
869,869,Shivakumar Nayak,59,M,0
870,870,Nagaratna Prasad,34,F,0
871,871,Sushma Gowda,18,F,0
872,872,Divya Raju,20,F,0
873,873,Deepa Raju,23,F,0
874,874,Roopa Setty,53,F,0
875,875,Rekha Pasha,60,F,0
876,876,Nagaratna Hegde,27,F,0
877,877,Mahesh Achar,51,M,0
878,878,Girish Setty,29,M,0
879,879,Girish Gowda,59,M,0
880,880,Rekha Kumar,18,F,0
881,881,Girish Gowda,33,M,0
882,882,Shwetha Setty,64,F,0
883,883,Shivakumar Kumar,31,M,0
884,884,Roopa Achar,40,F,0
885,885,Harish Bhat,62,M,0
886,886,Harish Achar,45,M,0
887,887,Imran Rao,30,M,0
888,888,Shwetha Rao,20,F,0
889,889,Kavya Prasad,65,F,0
890,890,Lakshmi Achar,44,F,0
891,891,Shivakumar Hegde,31,M,0
892,892,Imran Raju,62,M,0
893,893,Umesh Kumar,22,M,0
894,894,Basavaraj Patil,67,M,0
895,895,Umesh Naik,53,M,0
896,896,Umesh Reddy,28,M,0
897,897,Prakash Pasha,57,M,0
898,898,Deepa Nayak,63,F,0
899,899,Deepa Raju,56,F,0
900,900,Imran Kumar,57,M,0
901,901,Vidya Murthy,49,F,0
902,902,Anil Patil,20,M,0
903,903,Lakshmi Murthy,42,F,0
904,904,Divya Setty,35,F,0
905,905,Ramesh Reddy,52,M,0
906,906,Nagaraj Achar,69,M,0
907,907,Rekha Bhat,31,F,0
908,908,Lokesh Bhat,35,M,0
909,909,Deepa Naik,24,F,0
910,910,Firoz Pasha,49,M,0
911,911,Imran Setty,54,M,0
912,912,Prasad Hegde,35,M,0
913,913,Deepa Reddy,18,F,0
914,914,Divya Naik,32,F,0
915,915,Girish Rao,31,M,0
916,916,Arun Murthy,35,M,0
917,917,Nagaraj Patil,41,M,0
918,918,Roopa Prasad,66,F,0
919,919,Rekha Rao,29,F,0
920,920,Nagaraj Reddy,22,M,0
921,921,Nagaratna Gowda,60,F,0
922,922,Shwetha Setty,36,F,0
923,923,Harish Bhat,46,M,0
924,924,Vidya Raju,34,F,0
925,925,Sushma Prasad,35,F,0
926,926,Geetha Patil,18,F,0
927,927,Divya Achar,20,F,0
928,928,Kiran Naik,70,M,0
929,929,Vinay Reddy,59,M,0
930,930,Kiran Patil,45,M,0
931,931,Bhavya Prasad,34,F,0
932,932,Umesh Setty,61,M,0
933,933,Savitha Raju,49,F,0
934,934,Lakshmi Shetty,59,F,0
935,935,Naveen Shetty,46,M,0
936,936,Kavya Naik,62,F,0
937,937,Firoz Raju,69,M,0
938,938,Mahesh Murthy,58,M,0
939,939,Bhavya Rao,23,F,0
940,940,Roopa Raju,27,F,0
941,941,Roopa Pasha,56,F,0
942,942,Rekha Nayak,18,F,0
943,943,Savitha Pasha,52,F,0
944,944,Prasad Hegde,39,M,0
945,945,Umesh Patil,22,M,0
946,946,Harish Gowda,67,M,0
947,947,Lokesh Gowda,34,M,0
948,948,Ramesh Raju,21,M,0
949,949,Prasad Achar,20,M,0
950,950,Geetha Setty,65,F,0
951,951,Vinay Murthy,41,M,0
952,952,Ramesh Patil,44,M,0
953,953,Naveen Pasha,19,M,0
954,954,Shwetha Kumar,60,F,0
955,955,Basavaraj Nayak,49,M,0
956,956,Anitha Prasad,47,F,0
957,957,Roopa Murthy,65,F,0
958,958,Ramesh Raju,33,M,0
959,959,Suresh Bhat,69,M,0
960,960,Girish Rao,45,M,0
961,961,Lakshmi Rao,65,F,0
962,962,Sushma Pasha,58,F,0
963,963,Bhavya Shetty,34,F,0
964,964,Imran Murthy,62,M,0
965,965,Lokesh Naik,37,M,0
966,966,Ramesh Setty,20,M,0
967,967,Harish Murthy,53,M,0
968,968,Deepa Prasad,56,F,0
969,969,Imran Raju,27,M,0
970,970,Vidya Hegde,63,F,0
971,971,Bhavya Pasha,58,F,0
972,972,Kiran Reddy,41,M,0
973,973,Girish Rao,67,M,0
974,974,Roopa Prasad,57,F,0
975,975,Anitha Rao,46,F,0
976,976,Sushma Reddy,58,F,0
977,977,Imran Setty,19,M,0
978,978,Rekha Reddy,63,F,0
979,979,Kavya Rao,20,F,0
980,980,Anitha Patil,65,F,0
981,981,Shivakumar Gowda,41,M,0
982,982,Roopa Naik,18,F,0
983,983,Kavya Raju,45,F,0
984,984,Ramesh Shetty,49,M,0
985,985,Suresh Naik,67,M,0
986,986,Mahesh Kumar,39,M,0
987,987,Kavya Reddy,66,F,0
988,988,Arun Raju,64,M,0
989,989,Kiran Pasha,37,M,0
990,990,Vidya Naik,68,F,0
991,991,Vinay Bhat,60,M,0
992,992,Arun Achar,43,M,0
993,993,Mahesh Naik,51,M,0
994,994,Shwetha Naik,18,F,0
995,995,Geetha Rao,52,F,0
996,996,Girish Gowda,52,M,0
997,997,Lakshmi Pasha,37,F,0
998,998,Shwetha Patil,45,F,0
999,999,Roopa Kumar,61,F,0
1000,1000,Nagaratna Rao,63,F,0
1001,1001,Prakash Gowda,65,M,0
1002,1002,Imran Shetty,31,M,0
1003,1003,Ravi Raju,24,M,0
1004,1004,Savitha Hegde,20,F,0
1005,1005,Ravi Bhat,69,M,0
1006,1006,Prasad Pasha,63,M,0
1007,1007,Shwetha Naik,50,F,0
1008,1008,Naveen Nayak,55,M,0
1009,1009,Rekha Reddy,35,F,0
1010,1010,Prakash Gowda,35,M,0
1011,1011,Ravi Nayak,68,M,0
1012,1012,Savitha Patil,33,F,0
1013,1013,Nagaratna Rao,31,F,0
1014,1014,Sushma Patil,68,F,0
1015,1015,Arun Rao,29,M,0
1016,1016,Sushma Pasha,49,F,0
1017,1017,Shwetha Raju,59,F,0
1018,1018,Anil Reddy,61,M,0
1019,1019,Prakash Pasha,64,M,0
1020,1020,Naveen Raju,23,M,0
1021,1021,Rekha Murthy,62,F,0
1022,1022,Anitha Shetty,48,F,0
1023,1023,Divya Gowda,60,F,0
1024,1024,Sushma Gowda,41,F,0
1025,1025,Anitha Raju,29,F,0
1026,1026,Nagaratna Raju,24,F,0
1027,1027,Basavaraj Hegde,25,M,0
1028,1028,Arun Achar,48,M,0
1029,1029,Imran Reddy,44,M,0
1030,1030,Suresh Reddy,46,M,0
1031,1031,Vidya Pasha,66,F,0
1032,1032,Girish Hegde,36,M,0
1033,1033,Nagaratna Hegde,42,F,0
1034,1034,Ravi Prasad,28,M,0
1035,1035,Prasad Hegde,69,M,0
1036,1036,Manjunath Nayak,38,M,0
1037,1037,Rekha Pasha,56,F,0
1038,1038,Kiran Shetty,24,M,0
1039,1039,Imran Pasha,21,M,0
1040,1040,Geetha Kumar,48,F,0
1041,1041,Lokesh Rao,69,M,0
1042,1042,Umesh Reddy,56,M,0
1043,1043,Anitha Raju,34,F,0
1044,1044,Ravi Reddy,20,M,0
1045,1045,Kavya Prasad,40,F,0
1046,1046,Lokesh Raju,29,M,0
1047,1047,Nagaraj Reddy,57,M,0
1048,1048,Basavaraj Achar,47,M,0
1049,1049,Savitha Achar,55,F,0
1050,1050,Lakshmi Setty,24,F,0
1051,1051,Geetha Patil,69,F,0
1052,1052,Arun Shetty,42,M,0
1053,1053,Naveen Setty,25,M,0
1054,1054,Santosh Pasha,38,M,0
1055,1055,Kavya Gowda,60,F,0
1056,1056,Arun Kumar,51,M,0
1057,1057,Firoz Achar,48,M,0
1058,1058,Bhavya Gowda,21,F,0
1059,1059,Deepa Raju,30,F,0
1060,1060,Firoz Naik,58,M,0
1061,1061,Nagaraj Reddy,24,M,0
1062,1062,Anitha Setty,68,F,0
1063,1063,Savitha Nayak,35,F,0
1064,1064,Anitha Patil,45,F,0
1065,1065,Geetha Naik,27,F,0
1066,1066,Roopa Nayak,29,F,0
1067,1067,Mahesh Nayak,21,M,0
1068,1068,Shivakumar Bhat,65,M,0
1069,1069,Kiran Shetty,58,M,0
1070,1070,Bhavya Setty,22,F,0
1071,1071,Kavya Shetty,64,F,0
1072,1072,Nagaratna Kumar,26,F,0
1073,1073,Shwetha Achar,67,F,0
1074,1074,Anitha Raju,28,F,0
1075,1075,Anitha Achar,63,F,0
1076,1076,Prakash Naik,36,M,0
1077,1077,Lokesh Patil,20,M,0
1078,1078,Anitha Patil,41,F,0
1079,1079,Deepa Pasha,37,F,0
1080,1080,Ramesh Kumar,28,M,0
1081,1081,Prasad Raju,65,M,0
1082,1082,Santosh Naik,69,M,0
1083,1083,Prasad Murthy,63,M,0
1084,1084,Bhavya Prasad,25,F,0
1085,1085,Rekha Pasha,53,F,0
1086,1086,Anil Murthy,49,M,0
1087,1087,Deepa Reddy,18,F,0
1088,1088,Manjunath Achar,60,M,0
1089,1089,Naveen Hegde,63,M,0
1090,1090,Lakshmi Nayak,53,F,0
1091,1091,Manjunath Prasad,43,M,0
1092,1092,Vinay Prasad,64,M,0
1093,1093,Anitha Prasad,60,F,0
1094,1094,Nagaratna Pasha,41,F,0
1095,1095,Nagaratna Pasha,35,F,0
1096,1096,Shwetha Nayak,56,F,0
1097,1097,Prasad Achar,54,M,0
1098,1098,Naveen Achar,70,M,0
1099,1099,Arun Prasad,50,M,0
1100,1100,Nagaratna Nayak,46,F,0
1101,1101,Divya Nayak,38,F,0
1102,1102,Prakash Shetty,66,M,0
1103,1103,Bhavya Setty,65,F,0
1104,1104,Nagaratna Shetty,23,F,0
1105,1105,Ravi Raju,50,M,0
1106,1106,Geetha Prasad,46,F,0
1107,1107,Sushma Kumar,52,F,0
1108,1108,Roopa Naik,36,F,0
1109,1109,Shwetha Shetty,22,F,0
1110,1110,Girish Naik,37,M,0
1111,1111,Firoz Gowda,60,M,0
1112,1112,Firoz Naik,50,M,0
1113,1113,Naveen Setty,70,M,0
1114,1114,Rekha Shetty,58,F,0
1115,1115,Sushma Hegde,25,F,0
1116,1116,Basavaraj Murthy,30,M,0
1117,1117,Vidya Naik,48,F,0
1118,1118,Rekha Gowda,33,F,0
1119,1119,Shwetha Reddy,24,F,0
1120,1120,Basavaraj Shetty,61,M,0
1121,1121,Savitha Hegde,59,F,0
1122,1122,Bhavya Shetty,53,F,0
1123,1123,Girish Hegde,65,M,0
1124,1124,Shwetha Pasha,62,F,0
1125,1125,Prakash Rao,46,M,0
1126,1126,Geetha Raju,33,F,0
1127,1127,Kiran Rao,23,M,0
1128,1128,Shivakumar Patil,39,M,0
1129,1129,Roopa Prasad,61,F,0
1130,1130,Kavya Gowda,51,F,0
1131,1131,Bhavya Shetty,51,F,0
1132,1132,Santosh Gowda,31,M,0
1133,1133,Basavaraj Nayak,36,M,0
1134,1134,Bhavya Shetty,49,F,0
1135,1135,Nagaraj Rao,19,M,0
1136,1136,Vidya Shetty,54,F,0
1137,1137,Kiran Gowda,68,M,0
1138,1138,Kavya Reddy,54,F,0
1139,1139,Anitha Murthy,59,F,0
1140,1140,Prasad Bhat,36,M,0
1141,1141,Lokesh Kumar,61,M,0
1142,1142,Roopa Rao,68,F,0
1143,1143,Kavya Rao,53,F,0
1144,1144,Prasad Gowda,60,M,0
1145,1145,Nagaratna Nayak,32,F,0
1146,1146,Kavya Reddy,23,F,0
1147,1147,Vidya Nayak,38,F,0
1148,1148,Lokesh Raju,67,M,0
1149,1149,Geetha Naik,50,F,0
1150,1150,Santosh Kumar,38,M,0
1151,1151,Imran Setty,62,M,0
1152,1152,Divya Murthy,24,F,0
1153,1153,Ravi Achar,59,M,0
1154,1154,Deepa Rao,54,F,0
1155,1155,Nagaraj Prasad,57,M,0
1156,1156,Sushma Bhat,51,F,0
1157,1157,Girish Nayak,50,M,0
1158,1158,Vidya Setty,38,F,0
1159,1159,Roopa Gowda,70,F,0
1160,1160,Roopa Pasha,19,F,0
1161,1161,Lakshmi Achar,33,F,0
1162,1162,Arun Raju,41,M,0
1163,1163,Lokesh Kumar,36,M,0
1164,1164,Divya Prasad,45,F,0
1165,1165,Sushma Rao,51,F,0
1166,1166,Anitha Bhat,23,F,0
1167,1167,Vinay Raju,61,M,0
1168,1168,Suresh Hegde,64,M,0
1169,1169,Ravi Patil,32,M,0
1170,1170,Shwetha Bhat,49,F,0
1171,1171,Lakshmi Hegde,39,F,0
1172,1172,Savitha Bhat,65,F,0
1173,1173,Arun Hegde,23,M,0
1174,1174,Savitha Raju,22,F,0
1175,1175,Imran Bhat,55,M,0
1176,1176,Prakash Murthy,43,M,0
1177,1177,Geetha Shetty,30,F,0
1178,1178,Prakash Rao,39,M,0
1179,1179,Lakshmi Murthy,41,F,0
1180,1180,Naveen Bhat,58,M,0
1181,1181,Kavya Naik,33,F,0
1182,1182,Roopa Reddy,20,F,0
1183,1183,Naveen Gowda,38,M,0
1184,1184,Prakash Setty,39,M,0
1185,1185,Savitha Murthy,55,F,0
1186,1186,Prakash Achar,48,M,0
1187,1187,Deepa Gowda,65,F,0
1188,1188,Deepa Prasad,40,F,0
1189,1189,Rekha Raju,38,F,0
1190,1190,Nagaraj Bhat,22,M,0
1191,1191,Roopa Reddy,52,F,0
1192,1192,Firoz Prasad,24,M,0
1193,1193,Shwetha Setty,64,F,0
1194,1194,Prasad Murthy,43,M,0
1195,1195,Bhavya Pasha,59,F,0
1196,1196,Mahesh Patil,60,M,0
1197,1197,Geetha Naik,24,F,0
1198,1198,Deepa Pasha,63,F,0
1199,1199,Shivakumar Bhat,22,M,0
1200,1200,Divya Achar,32,F,0
1201,1201,Suresh Nayak,31,M,0
1202,1202,Nagaraj Pasha,32,M,0
1203,1203,Savitha Setty,33,F,0
1204,1204,Prakash Prasad,52,M,0
1205,1205,Anil Pasha,25,M,0
1206,1206,Santosh Prasad,19,M,0
1207,1207,Divya Naik,56,F,0
1208,1208,Naveen Patil,67,M,0
1209,1209,Savitha Hegde,58,F,0
1210,1210,Shwetha Hegde,44,F,0
1211,1211,Arun Setty,56,M,0
1212,1212,Shwetha Nayak,35,F,0
1213,1213,Vidya Hegde,65,F,0
1214,1214,Anitha Prasad,19,F,0
1215,1215,Nagaratna Bhat,24,F,0
1216,1216,Arun Bhat,30,M,0
1217,1217,Basavaraj Setty,34,M,0
1218,1218,Sushma Patil,64,F,0
1219,1219,Harish Nayak,43,M,0
1220,1220,Mahesh Pasha,65,M,0
1221,1221,Arun Setty,55,M,0
1222,1222,Arun Patil,47,M,0
1223,1223,Vinay Achar,35,M,0
1224,1224,Roopa Prasad,49,F,0
1225,1225,Divya Gowda,21,F,0
1226,1226,Mahesh Shetty,22,M,0
1227,1227,Vinay Nayak,60,M,0
1228,1228,Divya Nayak,41,F,0
1229,1229,Anitha Murthy,52,F,0
1230,1230,Bhavya Gowda,24,F,0
1231,1231,Suresh Rao,42,M,0
1232,1232,Suresh Reddy,66,M,0
1233,1233,Sushma Reddy,36,F,0
1234,1234,Anitha Gowda,48,F,0
1235,1235,Geetha Naik,47,F,0
1236,1236,Anil Hegde,68,M,0
1237,1237,Anil Bhat,45,M,0
1238,1238,Ravi Hegde,30,M,0
1239,1239,Shwetha Pasha,20,F,0
1240,1240,Geetha Raju,41,F,0
1241,1241,Savitha Kumar,56,F,0
1242,1242,Nagaratna Nayak,52,F,0
1243,1243,Prakash Rao,46,M,0
1244,1244,Vinay Reddy,46,M,0
1245,1245,Kavya Bhat,39,F,0
1246,1246,Umesh Rao,33,M,0
1247,1247,Roopa Kumar,67,F,0
1248,1248,Anitha Reddy,64,F,0
1249,1249,Geetha Reddy,54,F,0
1250,1250,Arun Bhat,38,M,0
1251,1251,Bhavya Patil,35,F,0
1252,1252,Prasad Murthy,68,M,0
1253,1253,Roopa Naik,51,F,0
1254,1254,Shivakumar Hegde,38,M,0
1255,1255,Ravi Setty,46,M,0
1256,1256,Kavya Achar,49,F,0
1257,1257,Sushma Bhat,28,F,0
1258,1258,Prasad Prasad,49,M,0
1259,1259,Kavya Raju,36,F,0
1260,1260,Rekha Achar,60,F,0
1261,1261,Ravi Murthy,68,M,0
1262,1262,Anil Setty,29,M,0
1263,1263,Lakshmi Prasad,58,F,0
1264,1264,Geetha Raju,43,F,0
1265,1265,Nagaratna Naik,57,F,0
1266,1266,Divya Hegde,22,F,0
1267,1267,Nagaratna Achar,23,F,0
1268,1268,Roopa Patil,24,F,0
1269,1269,Sushma Rao,66,F,0
1270,1270,Shwetha Rao,29,F,0
1271,1271,Prasad Kumar,45,M,0
1272,1272,Nagaraj Patil,57,M,0
1273,1273,Divya Achar,62,F,0
1274,1274,Ramesh Rao,41,M,0
1275,1275,Shivakumar Pasha,33,M,0
1276,1276,Mahesh Raju,58,M,0
1277,1277,Kiran Raju,42,M,0
1278,1278,Lakshmi Naik,66,F,0
1279,1279,Vinay Naik,53,M,0
1280,1280,Bhavya Nayak,57,F,0
1281,1281,Girish Shetty,19,M,0
1282,1282,Imran Naik,54,M,0
1283,1283,Anil Kumar,25,M,0
1284,1284,Geetha Murthy,37,F,0
1285,1285,Santosh Prasad,23,M,0
1286,1286,Ravi Shetty,43,M,0
1287,1287,Kiran Gowda,18,M,0
1288,1288,Divya Setty,55,F,0
1289,1289,Basavaraj Bhat,34,M,0
1290,1290,Sushma Setty,22,F,0
1291,1291,Nagaratna Hegde,48,F,0
1292,1292,Firoz Achar,38,M,0
1293,1293,Geetha Prasad,19,F,0
1294,1294,Nagaratna Pasha,69,F,0
1295,1295,Manjunath Patil,34,M,0
1296,1296,Vinay Reddy,47,M,0
1297,1297,Divya Setty,70,F,0
1298,1298,Vidya Reddy,18,F,0
1299,1299,Mahesh Gowda,37,M,0
1300,1300,Lokesh Kumar,60,M,0
1301,1301,Mahesh Gowda,18,M,0
1302,1302,Naveen Reddy,33,M,0
1303,1303,Basavaraj Rao,66,M,0
1304,1304,Bhavya Prasad,22,F,0
1305,1305,Santosh Bhat,46,M,0
1306,1306,Basavaraj Murthy,46,M,0
1307,1307,Kiran Bhat,33,M,0
1308,1308,Anitha Bhat,48,F,0
1309,1309,Divya Hegde,68,F,0
1310,1310,Vinay Bhat,44,M,0
1311,1311,Roopa Gowda,46,F,0
1312,1312,Kiran Hegde,64,M,0
1313,1313,Firoz Raju,33,M,0
1314,1314,Divya Bhat,26,F,0
1315,1315,Roopa Shetty,51,F,0
1316,1316,Anil Kumar,51,M,0
1317,1317,Girish Achar,70,M,0
1318,1318,Manjunath Achar,30,M,0
1319,1319,Divya Nayak,68,F,0
1320,1320,Firoz Reddy,70,M,0
1321,1321,Bhavya Gowda,69,F,0
1322,1322,Umesh Gowda,43,M,0
1323,1323,Lokesh Setty,24,M,0
1324,1324,Vinay Patil,69,M,0
1325,1325,Manjunath Prasad,61,M,0
1326,1326,Anitha Gowda,36,F,0
1327,1327,Anil Pasha,66,M,0
1328,1328,Anil Naik,65,M,0
1329,1329,Deepa Hegde,42,F,0
1330,1330,Prakash Shetty,64,M,0
1331,1331,Bhavya Raju,52,F,0
1332,1332,Manjunath Shetty,39,M,0
1333,1333,Mahesh Nayak,43,M,0
1334,1334,Ravi Raju,46,M,0
1335,1335,Naveen Patil,32,M,0
1336,1336,Prasad Bhat,32,M,0
1337,1337,Prasad Pasha,62,M,0
1338,1338,Sushma Gowda,51,F,0
1339,1339,Prakash Nayak,34,M,0
1340,1340,Imran Achar,63,M,0
1341,1341,Ravi Murthy,42,M,0
1342,1342,Shivakumar Pasha,26,M,0
1343,1343,Lokesh Patil,27,M,0
1344,1344,Savitha Raju,52,F,0
1345,1345,Ravi Rao,46,M,0
1346,1346,Deepa Rao,47,F,0
1347,1347,Mahesh Hegde,35,M,0
1348,1348,Harish Gowda,21,M,0
1349,1349,Savitha Bhat,63,F,0
1350,1350,Harish Gowda,60,M,0
1351,1351,Nagaraj Raju,50,M,0
1352,1352,Rekha Raju,40,F,0
1353,1353,Anil Shetty,55,M,0
1354,1354,Savitha Nayak,56,F,0
1355,1355,Divya Kumar,58,F,0
1356,1356,Anitha Nayak,51,F,0
1357,1357,Anitha Achar,67,F,0
1358,1358,Anitha Setty,31,F,0
1359,1359,Kiran Patil,58,M,0
1360,1360,Vidya Setty,33,F,0
1361,1361,Girish Nayak,37,M,0
1362,1362,Bhavya Naik,33,F,0
1363,1363,Santosh Achar,58,M,0
1364,1364,Shwetha Kumar,32,F,0
1365,1365,Suresh Rao,42,M,0
1366,1366,Girish Prasad,22,M,0
1367,1367,Savitha Kumar,39,F,0
1368,1368,Prasad Nayak,63,M,0
1369,1369,Kavya Nayak,43,F,0
1370,1370,Santosh Naik,59,M,0
1371,1371,Deepa Patil,35,F,0
1372,1372,Sushma Bhat,55,F,0
1373,1373,Roopa Bhat,43,F,0
1374,1374,Suresh Nayak,22,M,0
1375,1375,Lakshmi Rao,48,F,0
1376,1376,Ramesh Murthy,38,M,0
1377,1377,Firoz Gowda,24,M,0
1378,1378,Rekha Kumar,45,F,0
1379,1379,Ramesh Naik,58,M,0
1380,1380,Harish Prasad,61,M,0
1381,1381,Vidya Gowda,19,F,0
1382,1382,Imran Reddy,56,M,0
1383,1383,Prakash Achar,65,M,0
1384,1384,Anitha Rao,36,F,0
1385,1385,Nagaratna Raju,25,F,0
1386,1386,Anil Gowda,28,M,0
1387,1387,Geetha Bhat,44,F,0
1388,1388,Deepa Murthy,28,F,0
1389,1389,Bhavya Reddy,34,F,0
1390,1390,Firoz Murthy,40,M,0
1391,1391,Arun Murthy,50,M,0
1392,1392,Deepa Raju,68,F,0
1393,1393,Santosh Achar,44,M,0
1394,1394,Harish Pasha,58,M,0
1395,1395,Divya Raju,48,F,0
1396,1396,Imran Nayak,53,M,0
1397,1397,Basavaraj Raju,37,M,0
1398,1398,Anitha Pasha,23,F,0
1399,1399,Girish Pasha,26,M,0
1400,1400,Shivakumar Patil,67,M,0
1401,1401,Vidya Murthy,33,F,0
1402,1402,Harish Murthy,41,M,0
1403,1403,Kiran Prasad,66,M,0
1404,1404,Prakash Rao,25,M,0
1405,1405,Girish Murthy,70,M,0
1406,1406,Sushma Prasad,22,F,0
1407,1407,Savitha Reddy,31,F,0
1408,1408,Anil Murthy,61,M,0
1409,1409,Bhavya Reddy,51,F,0
1410,1410,Suresh Nayak,62,M,0
1411,1411,Geetha Gowda,50,F,0
1412,1412,Girish Shetty,55,M,0
1413,1413,Deepa Raju,55,F,0
1414,1414,Imran Naik,51,M,0
1415,1415,Kavya Achar,33,F,0
1416,1416,Divya Pasha,58,F,0
1417,1417,Nagaraj Gowda,48,M,0
1418,1418,Lokesh Prasad,31,M,0
1419,1419,Anitha Shetty,32,F,0
1420,1420,Anil Bhat,29,M,0
1421,1421,Rekha Hegde,70,F,0
1422,1422,Vidya Bhat,46,F,0
1423,1423,Kavya Reddy,46,F,0
1424,1424,Sushma Pasha,24,F,0
1425,1425,Roopa Prasad,21,F,0
1426,1426,Kavya Setty,35,F,0
1427,1427,Roopa Kumar,48,F,0
1428,1428,Savitha Raju,36,F,0
