AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
741,604,Unknown,43,M,A1
742,605,Lokesh Prasad,19,M,A1
743,606,Harish Gowda,39,M,A1
744,607,Prakash Patil,43,M,A1
745,607,Santosh Achar,40,M,A2
746,608,Lakshmi Nayak,42,M,A1
747,609,Unknown,20,M,A1
748,610,Unknown,23,M,A1
749,611,Unknown,25,M,A1
750,612,Girish Reddy,41,M,A1
751,612,Divya Setty,34,M,A2
752,613,Ramesh Gowda,42,M,A1
753,614,Unknown,40,M,A1
754,615,Anitha Raju,45,M,A1
755,616,Shivakumar Prasad,39,M,A1
756,616,Savitha Patil,21,M,A2
757,617,Anitha Hegde,37,M,A1
758,617,Rekha Kumar,19,M,A2
759,618,Mahesh Murthy,36,M,A1
760,618,Deepa Raju,26,M,A2
761,619,Anil Hegde,25,M,A1
762,620,Ramesh Prasad,26,M,A1
763,621,Santosh Patil,19,M,A1
764,621,Basavaraj Prasad,28,M,A2
765,622,Arun Achar,30,M,A1
766,622,Roopa Reddy,33,M,A2
767,623,Manjunath Raju,42,M,A1
768,624,Ravi Murthy,20,M,A1
769,624,Bhavya Patil,39,M,A2
770,625,Unknown,43,M,A1
771,626,Suresh Rao,31,M,A1
772,627,Harish Gowda,31,M,A1
773,628,Unknown,23,M,A1
774,629,Unknown,44,M,A1
775,630,Prasad Rao,21,M,A1
776,631,Umesh Raju,36,M,A1
777,631,Naveen Prasad,37,M,A2
778,632,Prasad Kumar,19,M,A1
779,633,Ravi Murthy,28,M,A1
780,633,Shwetha Pasha,22,M,A2
781,634,Unknown,36,M,A1
782,635,Vinay Naik,39,M,A1
783,636,Unknown,24,M,A1
784,637,Unknown,40,M,A1
785,638,Kavya Shetty,30,M,A1
786,639,Rekha Gowda,22,M,A1
787,639,Sushma Gowda,30,M,A2
788,640,Firoz Shetty,37,M,A1
789,641,Unknown,32,M,A1
790,642,Unknown,43,M,A1
791,643,Anil Patil,31,M,A1
792,644,Lokesh Nayak,25,M,A1
793,644,Roopa Setty,45,M,A2
794,645,Unknown,34,M,A1
795,646,Imran Rao,22,M,A1
796,646,Anil Gowda,24,M,A2
797,647,Lokesh Hegde,41,M,A1
798,647,Anil Hegde,41,M,A2
799,648,Lakshmi Setty,42,M,A1
800,648,Sushma Reddy,23,M,A2
801,649,Unknown,35,M,A1
802,650,Rekha Bhat,22,M,A1
803,651,Anil Bhat,25,M,A1
804,652,Mahesh Achar,23,M,A1
805,653,Vinay Raju,24,M,A1
806,654,Unknown,43,M,A1
807,655,Unknown,32,M,A1
808,656,Manjunath Murthy,40,M,A1
809,657,Unknown,22,M,A1
810,658,Unknown,43,M,A1
811,659,Nagaraj Reddy,41,M,A1
812,660,Girish Achar,21,M,A1
813,660,Harish Hegde,24,M,A2
814,661,Imran Reddy,34,M,A1
815,661,Manjunath Setty,37,M,A2
816,662,Unknown,34,M,A1
817,663,Unknown,44,M,A1
818,664,Naveen Patil,33,M,A1
819,665,Harish Reddy,44,M,A1
820,666,Manjunath Rao,39,M,A1
821,666,Lokesh Raju,21,M,A2
822,667,Kiran Rao,30,M,A1
823,668,Firoz Murthy,21,M,A1
824,669,Vinay Achar,45,M,A1
825,670,Basavaraj Bhat,44,M,A1
826,671,Unknown,29,M,A1
827,672,Sushma Hegde,41,M,A1
828,673,Savitha Rao,35,M,A1
829,674,Unknown,43,M,A1
830,675,Unknown,23,M,A1
831,676,Manjunath Bhat,24,M,A1
832,676,Lakshmi Gowda,45,M,A2
833,677,Unknown,27,M,A1
834,678,Manjunath Bhat,28,M,A1
835,678,Lokesh Naik,20,M,A2
836,679,Geetha Setty,26,M,A1
837,680,Lokesh Rao,31,M,A1
838,680,Prakash Raju,25,M,A2
839,681,Unknown,29,M,A1
840,682,Lakshmi Setty,25,M,A1
841,683,Unknown,21,M,A1
842,684,Naveen Nayak,24,M,A1
843,684,Bhavya Prasad,41,M,A2
844,685,Unknown,20,M,A1
845,686,Shwetha Bhat,43,M,A1
846,687,Rekha Nayak,32,M,A1
847,687,Umesh Prasad,39,M,A2
848,688,Nagaratna Pasha,39,M,A1
849,688,Shwetha Murthy,26,M,A2
850,689,Anil Reddy,25,M,A1
851,689,Geetha Reddy,27,M,A2
852,690,Geetha Bhat,45,M,A1
853,691,Unknown,20,M,A1
854,692,Unknown,44,M,A1
855,693,Unknown,38,M,A1
856,694,Unknown,45,M,A1
857,695,Unknown,21,M,A1
858,696,Prakash Patil,44,M,A1
859,696,Firoz Gowda,45,M,A2
860,697,Divya Rao,43,M,A1
861,698,Firoz Nayak,26,M,A1
862,699,Shivakumar Patil,29,M,A1
863,699,Shivakumar Hegde,32,M,A2
864,700,Ravi Bhat,39,M,A1
865,701,Naveen Hegde,19,M,A1
866,701,Ramesh Nayak,25,M,A2
867,702,Unknown,20,M,A1
868,703,Prakash Reddy,21,M,A1
869,704,Shivakumar Rao,43,M,A1
870,704,Ravi Bhat,42,M,A2
871,705,Basavaraj Achar,39,M,A1
872,705,Ramesh Kumar,33,M,A2
873,706,Arun Pasha,21,M,A1
874,707,Unknown,31,M,A1
875,708,Unknown,31,M,A1
876,709,Ravi Bhat,31,M,A1
877,710,Lokesh Shetty,27,M,A1
878,711,Unknown,32,M,A1
879,712,Suresh Bhat,34,M,A1
880,713,Unknown,29,M,A1
881,714,Imran Naik,26,M,A1
882,714,Santosh Reddy,25,M,A2
883,715,Nagaraj Nayak,20,M,A1
884,715,Rekha Reddy,37,M,A2
885,716,Unknown,19,M,A1
886,717,Divya Hegde,31,M,A1
887,718,Ravi Nayak,44,M,A1
888,719,Manjunath Reddy,44,M,A1
889,720,Unknown,37,M,A1
890,721,Rekha Pasha,19,M,A1
891,721,Anitha Prasad,42,M,A2
892,722,Nagaraj Naik,37,M,A1
893,723,Savitha Pasha,18,M,A1
894,723,Savitha Bhat,19,M,A2
895,724,Unknown,19,M,A1
896,725,Unknown,31,M,A1
897,726,Vidya Murthy,18,M,A1
898,726,Shwetha Patil,45,M,A2
899,727,Vidya Murthy,31,M,A1
900,728,Unknown,35,M,A1
901,729,Anil Achar,36,M,A1
902,729,Harish Murthy,20,M,A2
903,730,Lokesh Murthy,18,M,A1
904,731,Unknown,33,M,A1
905,732,Ramesh Bhat,26,M,A1
906,732,Ramesh Patil,28,M,A2
907,733,Unknown,39,M,A1
908,734,Shivakumar Kumar,19,M,A1
909,734,Deepa Gowda,32,M,A2
910,735,Ravi Kumar,24,M,A1
911,735,Geetha Bhat,28,M,A2
912,736,Lakshmi Setty,33,M,A1
913,737,Unknown,42,M,A1
914,738,Unknown,43,M,A1
915,739,Unknown,43,M,A1
916,740,Shivakumar Raju,32,M,A1
917,741,Savitha Raju,24,M,A1
918,741,Manjunath Nayak,45,M,A2
919,742,Unknown,32,M,A1
920,743,Suresh Patil,38,M,A1
921,744,Unknown,42,M,A1
922,745,Anil Gowda,38,M,A1
923,745,Prasad Bhat,33,M,A2
924,746,Rekha Bhat,29,M,A1
925,747,Anitha Gowda,24,M,A1
926,747,Ramesh Pasha,32,M,A2
927,748,Unknown,39,M,A1
928,749,Vinay Naik,42,M,A1
929,750,Unknown,18,M,A1
930,751,Roopa Shetty,18,M,A1
931,752,Unknown,44,M,A1
932,753,Lakshmi Reddy,25,M,A1
933,753,Umesh Reddy,33,M,A2
934,754,Naveen Shetty,30,M,A1
935,754,Savitha Murthy,43,M,A2
936,755,Imran Hegde,40,M,A1
937,755,Lakshmi Kumar,21,M,A2
938,756,Girish Shetty,40,M,A1
939,757,Unknown,27,M,A1
940,758,Unknown,37,M,A1
941,759,Unknown,35,M,A1
942,760,Girish Murthy,33,M,A1
943,761,Rekha Pasha,25,M,A1
944,761,Deepa Gowda,36,M,A2
945,762,Vidya Hegde,40,M,A1
946,762,Ravi Prasad,21,M,A2
947,763,Nagaraj Bhat,26,M,A1
948,764,Prakash Bhat,19,M,A1
949,764,Kiran Achar,45,M,A2
950,765,Umesh Murthy,22,M,A1
951,765,Santosh Setty,45,M,A2
952,766,Unknown,32,M,A1
953,767,Ramesh Hegde,39,M,A1
954,768,Manjunath Naik,28,M,A1
955,769,Arun Rao,31,M,A1
956,770,Girish Raju,31,M,A1
957,771,Savitha Patil,41,M,A1
958,771,Anitha Gowda,23,M,A2
959,772,Prasad Achar,27,M,A1
960,772,Girish Nayak,45,M,A2
961,773,Unknown,24,M,A1
962,774,Ramesh Kumar,45,M,A1
963,774,Harish Murthy,21,M,A2
964,775,Unknown,22,M,A1
965,776,Vidya Bhat,28,M,A1
966,776,Shwetha Achar,32,M,A2
967,777,Rekha Rao,43,M,A1
968,778,Unknown,43,M,A1
969,779,Unknown,34,M,A1
970,780,Suresh Shetty,31,M,A1
971,780,Mahesh Setty,43,M,A2
972,781,Roopa Gowda,24,M,A1
973,782,Unknown,19,M,A1
974,783,Unknown,22,M,A1
975,784,Unknown,20,M,A1
976,785,Unknown,37,M,A1
977,786,Kiran Rao,34,M,A1
978,787,Nagaratna Raju,29,M,A1
979,787,Sushma Shetty,28,M,A2
980,788,Imran Rao,23,M,A1
981,788,Divya Reddy,20,M,A2
982,789,Mahesh Naik,39,M,A1
983,790,Basavaraj Setty,33,M,A1
984,790,Mahesh Reddy,18,M,A2
985,791,Prakash Reddy,21,M,A1
986,791,Lakshmi Shetty,28,M,A2
987,792,Umesh Achar,35,M,A1
988,792,Vinay Rao,29,M,A2
989,793,Unknown,21,M,A1
990,794,Unknown,30,M,A1
991,795,Unknown,42,M,A1
992,796,Sushma Bhat,23,M,A1
993,797,Prasad Kumar,25,M,A1
994,797,Naveen Prasad,41,M,A2
995,798,Unknown,26,M,A1
996,799,Shwetha Hegde,45,M,A1
997,800,Lokesh Gowda,31,M,A1
998,800,Firoz Pasha,21,M,A2
999,801,Imran Achar,32,M,A1
1000,801,Girish Prasad,27,M,A2
1001,802,Unknown,32,M,A1
1002,803,Ramesh Patil,42,M,A1
1003,804,Unknown,36,M,A1
1004,805,Unknown,30,M,A1
1005,806,Vinay Kumar,26,M,A1
1006,807,Shwetha Setty,43,M,A1
1007,807,Bhavya Bhat,33,M,A2
1008,808,Deepa Setty,44,M,A1
1009,808,Nagaratna Gowda,31,M,A2
1010,809,Unknown,32,M,A1
1011,810,Lakshmi Raju,37,M,A1
1012,811,Ramesh Bhat,22,M,A1
1013,812,Shwetha Pasha,36,M,A1
1014,813,Suresh Kumar,28,M,A1
1015,813,Sushma Bhat,39,M,A2
1016,814,Naveen Reddy,33,M,A1
1017,814,Anil Reddy,35,M,A2
1018,815,Unknown,39,M,A1
1019,816,Lokesh Nayak,44,M,A1
1020,817,Shwetha Nayak,23,M,A1
1021,817,Lokesh Prasad,30,M,A2
1022,818,Unknown,45,M,A1
1023,819,Unknown,31,M,A1
1024,820,Geetha Nayak,23,M,A1
1025,821,Ramesh Patil,23,M,A1
1026,821,Lakshmi Kumar,31,M,A2
1027,822,Imran Patil,37,M,A1
1028,822,Anil Pasha,22,M,A2
1029,823,Vinay Gowda,33,M,A1
1030,824,Unknown,25,M,A1
1031,825,Unknown,43,M,A1
1032,826,Kavya Rao,26,M,A1
1033,827,Santosh Murthy,39,M,A1
1034,828,Ramesh Naik,34,M,A1
1035,829,Unknown,27,M,A1
1036,830,Unknown,35,M,A1
1037,831,Nagaraj Pasha,43,M,A1
1038,832,Imran Nayak,22,M,A1
1039,832,Prasad Pasha,27,M,A2
1040,833,Anitha Setty,23,M,A1
1041,833,Prasad Raju,22,M,A2
1042,834,Basavaraj Reddy,45,M,A1
1043,834,Vidya Shetty,23,M,A2
1044,835,Shivakumar Patil,32,M,A1
1045,836,Anil Rao,27,M,A1
1046,837,Unknown,29,M,A1
1047,838,Unknown,26,M,A1
1048,839,Kavya Reddy,29,M,A1
1049,840,Unknown,32,M,A1
1050,841,Unknown,23,M,A1
1051,842,Suresh Bhat,37,M,A1
1052,843,Kiran Pasha,39,M,A1
1053,844,Ramesh Hegde,30,M,A1
1054,845,Unknown,23,M,A1
1055,846,Kiran Murthy,19,M,A1
1056,846,Anitha Naik,26,M,A2
1057,847,Unknown,38,M,A1
1058,848,Shwetha Raju,43,M,A1
1059,849,Unknown,25,M,A1
1060,850,Unknown,21,M,A1
1061,851,Sushma Hegde,20,M,A1
1062,851,Geetha Naik,33,M,A2
1063,852,Unknown,23,M,A1
1064,853,Unknown,22,M,A1
1065,854,Arun Reddy,18,M,A1
1066,854,Arun Prasad,32,M,A2
1067,855,Vinay Murthy,26,M,A1
1068,855,Girish Setty,26,M,A2
1069,856,Imran Prasad,21,M,A1
1070,856,Roopa Prasad,41,M,A2
1071,857,Divya Reddy,42,M,A1
1072,858,Naveen Patil,39,M,A1
1073,858,Mahesh Bhat,41,M,A2
1074,859,Ravi Setty,34,M,A1
1075,860,Deepa Rao,40,M,A1
1076,860,Prakash Achar,30,M,A2
1077,861,Roopa Bhat,39,M,A1
1078,861,Mahesh Nayak,38,M,A2
1079,862,Lokesh Prasad,29,M,A1
1080,863,Kavya Gowda,33,M,A1
1081,864,Kavya Achar,22,M,A1
1082,864,Santosh Nayak,26,M,A2
1083,865,Rekha Pasha,21,M,A1
1084,865,Prakash Kumar,35,M,A2
1085,866,Unknown,28,M,A1
1086,867,Firoz Kumar,22,M,A1
1087,868,Anitha Patil,36,M,A1
1088,869,Unknown,35,M,A1
1089,870,Unknown,45,M,A1
1090,871,Suresh Prasad,22,M,A1
1091,871,Kiran Nayak,35,M,A2
1092,872,Unknown,38,M,A1
1093,873,Sushma Gowda,40,M,A1
1094,874,Unknown,27,M,A1
1095,875,Unknown,39,M,A1
1096,876,Unknown,21,M,A1
1097,877,Prasad Bhat,37,M,A1
1098,878,Manjunath Reddy,40,M,A1
1099,879,Umesh Pasha,39,M,A1
1100,880,Sushma Kumar,20,M,A1
1101,880,Girish Prasad,32,M,A2
1102,881,Unknown,37,M,A1
1103,882,Unknown,30,M,A1
1104,883,Unknown,32,M,A1
1105,884,Unknown,40,M,A1
1106,885,Unknown,39,M,A1
1107,886,Anitha Rao,18,M,A1
1108,887,Unknown,28,M,A1
1109,888,Shwetha Nayak,32,M,A1
1110,889,Savitha Bhat,35,M,A1
1111,890,Unknown,25,M,A1
1112,891,Kavya Nayak,33,M,A1
1113,892,Unknown,44,M,A1
1114,893,Kiran Reddy,33,M,A1
1115,893,Suresh Rao,38,M,A2
1116,894,Lakshmi Setty,40,M,A1
1117,895,Manjunath Murthy,40,M,A1
1118,895,Umesh Prasad,23,M,A2
1119,896,Arun Shetty,34,M,A1
1120,896,Geetha Reddy,22,M,A2
1121,897,Unknown,24,M,A1
1122,898,Unknown,18,M,A1
1123,899,Ravi Pasha,34,M,A1
1124,899,Firoz Achar,44,M,A2
1125,900,Unknown,34,M,A1
1126,901,Unknown,25,M,A1
1127,902,Anil Reddy,34,M,A1
1128,902,Girish Setty,27,M,A2
1129,903,Ravi Achar,28,M,A1
1130,904,Manjunath Naik,37,M,A1
1131,905,Umesh Naik,19,M,A1
1132,905,Firoz Setty,35,M,A2
1133,906,Unknown,29,M,A1
1134,907,Geetha Prasad,44,M,A1
1135,907,Anitha Patil,23,M,A2
1136,908,Ramesh Rao,43,M,A1
1137,909,Ravi Pasha,21,M,A1
1138,909,Roopa Shetty,31,M,A2
1139,910,Vidya Shetty,25,M,A1
1140,910,Savitha Achar,23,M,A2
1141,911,Firoz Rao,21,M,A1
1142,912,Firoz Kumar,19,M,A1
1143,912,Nagaratna Setty,45,M,A2
1144,913,Basavaraj Kumar,30,M,A1
1145,914,Unknown,41,M,A1
1146,915,Unknown,43,M,A1
1147,916,Imran Naik,35,M,A1
1148,916,Ramesh Pasha,38,M,A2
1149,917,Kiran Nayak,34,M,A1
1150,917,Imran Prasad,34,M,A2
1151,918,Anil Prasad,38,M,A1
1152,918,Imran Raju,39,M,A2
1153,919,Unknown,29,M,A1
1154,920,Deepa Naik,18,M,A1
1155,921,Vidya Prasad,24,M,A1
1156,921,Ravi Nayak,45,M,A2
1157,922,Vinay Hegde,31,M,A1
1158,923,Girish Setty,34,M,A1
1159,923,Umesh Raju,28,M,A2
1160,924,Divya Raju,19,M,A1
1161,925,Prakash Achar,19,M,A1
1162,926,Divya Pasha,24,M,A1
1163,927,Nagaratna Pasha,20,M,A1
1164,928,Deepa Hegde,19,M,A1
1165,929,Unknown,20,M,A1
1166,930,Bhavya Raju,38,M,A1
1167,931,Unknown,43,M,A1
1168,932,Santosh Rao,27,M,A1
1169,932,Roopa Gowda,37,M,A2
1170,933,Unknown,18,M,A1
1171,934,Rekha Reddy,44,M,A1
1172,934,Manjunath Setty,33,M,A2
1173,935,Anitha Achar,41,M,A1
1174,935,Manjunath Murthy,21,M,A2
1175,936,Deepa Nayak,44,M,A1
1176,937,Prasad Prasad,43,M,A1
1177,938,Suresh Patil,26,M,A1
1178,939,Nagaratna Setty,37,M,A1
1179,940,Manjunath Pasha,21,M,A1
1180,941,Nagaratna Reddy,21,M,A1
1181,941,Shwetha Rao,29,M,A2
1182,942,Shivakumar Pasha,26,M,A1
1183,942,Deepa Pasha,18,M,A2
1184,943,Shwetha Murthy,45,M,A1
1185,943,Anitha Murthy,18,M,A2
1186,944,Kiran Hegde,45,M,A1
1187,944,Prakash Gowda,30,M,A2
1188,945,Nagaratna Achar,36,M,A1
1189,946,Arun Gowda,39,M,A1
1190,947,Umesh Gowda,28,M,A1
1191,947,Imran Naik,33,M,A2
1192,948,Firoz Setty,37,M,A1
1193,948,Firoz Nayak,24,M,A2
1194,949,Rekha Murthy,26,M,A1
1195,949,Anitha Prasad,26,M,A2
1196,950,Lakshmi Rao,25,M,A1
1197,950,Ravi Setty,32,M,A2
1198,951,Basavaraj Raju,27,M,A1
1199,952,Anil Nayak,26,M,A1
1200,953,Santosh Hegde,36,M,A1
1201,954,Sushma Achar,33,M,A1
1202,954,Nagaraj Reddy,20,M,A2
1203,955,Shwetha Raju,45,M,A1
1204,956,Savitha Pasha,37,M,A1
1205,956,Prasad Reddy,18,M,A2
1206,957,Unknown,29,M,A1
1207,958,Kavya Shetty,43,M,A1
1208,958,Girish Reddy,23,M,A2
1209,959,Prasad Bhat,34,M,A1
1210,959,Sushma Murthy,29,M,A2
1211,960,Imran Nayak,28,M,A1
1212,960,Nagaratna Naik,28,M,A2
1213,961,Mahesh Gowda,32,M,A1
1214,962,Prakash Rao,24,M,A1
1215,963,Deepa Pasha,29,M,A1
1216,963,Kiran Achar,36,M,A2
1217,964,Ramesh Achar,29,M,A1
1218,964,Anitha Bhat,29,M,A2
1219,965,Manjunath Setty,28,M,A1
1220,966,Unknown,24,M,A1
1221,967,Basavaraj Raju,41,M,A1
1222,967,Girish Rao,18,M,A2
1223,968,Santosh Hegde,27,M,A1
1224,968,Roopa Kumar,30,M,A2
1225,969,Unknown,39,M,A1
1226,970,Prasad Achar,19,M,A1
1227,970,Prasad Patil,26,M,A2
1228,971,Unknown,31,M,A1
1229,972,Basavaraj Setty,38,M,A1
1230,973,Unknown,41,M,A1
1231,974,Santosh Gowda,38,M,A1
1232,975,Vinay Naik,31,M,A1
1233,975,Basavaraj Prasad,29,M,A2
1234,976,Firoz Prasad,35,M,A1
1235,977,Suresh Nayak,22,M,A1
1236,977,Rekha Murthy,45,M,A2
1237,978,Anil Setty,41,M,A1
1238,979,Naveen Achar,40,M,A1
1239,980,Lokesh Naik,42,M,A1
1240,981,Naveen Gowda,31,M,A1
1241,981,Harish Achar,22,M,A2
1242,982,Unknown,45,M,A1
1243,983,Unknown,28,M,A1
1244,984,Harish Shetty,35,M,A1
1245,985,Roopa Shetty,21,M,A1
1246,985,Anil Pasha,36,M,A2
1247,986,Nagaraj Shetty,30,M,A1
1248,986,Naveen Kumar,36,M,A2
1249,987,Santosh Murthy,20,M,A1
1250,988,Rekha Murthy,24,M,A1
1251,989,Unknown,36,M,A1
1252,990,Shivakumar Setty,30,M,A1
1253,991,Unknown,25,M,A1
1254,992,Unknown,23,M,A1
1255,993,Divya Pasha,35,M,A1
1256,994,Unknown,23,M,A1
1257,995,Divya Shetty,40,M,A1
1258,995,Santosh Hegde,38,M,A2
1259,996,Manjunath Patil,28,M,A1
1260,996,Ravi Rao,25,M,A2
1261,997,Santosh Reddy,40,M,A1
1262,997,Vinay Murthy,19,M,A2
1263,998,Naveen Murthy,30,M,A1
1264,999,Unknown,32,M,A1
1265,1000,Ramesh Naik,37,M,A1
1266,1001,Unknown,25,M,A1
1267,1002,Unknown,45,M,A1
1268,1003,Lokesh Hegde,39,M,A1
1269,1004,Manjunath Bhat,36,M,A1
1270,1005,Unknown,21,M,A1
1271,1006,Manjunath Murthy,39,M,A1
1272,1006,Sushma Nayak,20,M,A2
1273,1007,Lokesh Raju,42,M,A1
1274,1008,Unknown,28,M,A1
1275,1009,Unknown,41,M,A1
1276,1010,Girish Rao,27,M,A1
1277,1010,Kiran Bhat,44,M,A2
1278,1011,Rekha Reddy,26,M,A1
1279,1011,Imran Reddy,43,M,A2
1280,1012,Unknown,43,M,A1
1281,1013,Girish Shetty,38,M,A1
1282,1014,Prakash Shetty,39,M,A1
1283,1014,Prakash Achar,42,M,A2
1284,1015,Anitha Achar,38,M,A1
1285,1016,Santosh Prasad,27,M,A1
1286,1017,Shivakumar Kumar,41,M,A1
1287,1017,Girish Setty,24,M,A2
1288,1018,Firoz Hegde,35,M,A1
1289,1018,Kiran Nayak,36,M,A2
1290,1019,Firoz Hegde,18,M,A1
1291,1020,Unknown,22,M,A1
1292,1021,Anitha Prasad,20,M,A1
1293,1021,Roopa Kumar,44,M,A2
1294,1022,Sushma Patil,18,M,A1
1295,1023,Kiran Kumar,18,M,A1
1296,1024,Umesh Bhat,18,M,A1
1297,1024,Shivakumar Achar,23,M,A2
1298,1025,Nagaratna Achar,21,M,A1
1299,1026,Divya Nayak,42,M,A1
1300,1026,Umesh Naik,20,M,A2
1301,1027,Unknown,26,M,A1
1302,1028,Naveen Naik,22,M,A1
1303,1029,Nagaratna Achar,38,M,A1
1304,1030,Harish Nayak,20,M,A1
1305,1031,Imran Naik,23,M,A1
1306,1031,Prakash Pasha,31,M,A2
1307,1032,Rekha Shetty,30,M,A1
1308,1032,Sushma Raju,18,M,A2
1309,1033,Unknown,39,M,A1
1310,1034,Anitha Prasad,19,M,A1
1311,1034,Rekha Reddy,30,M,A2
1312,1035,Unknown,28,M,A1
1313,1036,Anil Prasad,39,M,A1
1314,1036,Nagaratna Patil,24,M,A2
1315,1037,Prasad Setty,44,M,A1
1316,1038,Santosh Hegde,19,M,A1
1317,1038,Naveen Rao,21,M,A2
1318,1039,Suresh Rao,27,M,A1
1319,1040,Kavya Patil,28,M,A1
1320,1040,Basavaraj Setty,26,M,A2
1321,1041,Ramesh Reddy,38,M,A1
1322,1042,Ramesh Patil,36,M,A1
1323,1043,Naveen Prasad,22,M,A1
1324,1043,Geetha Hegde,23,M,A2
1325,1044,Prasad Prasad,38,M,A1
1326,1045,Anitha Achar,33,M,A1
1327,1045,Shivakumar Achar,24,M,A2
1328,1046,Kiran Achar,20,M,A1
1329,1047,Vidya Rao,21,M,A1
1330,1048,Shivakumar Gowda,27,M,A1
1331,1048,Shivakumar Rao,27,M,A2
1332,1049,Lokesh Rao,32,M,A1
1333,1049,Kiran Achar,41,M,A2
1334,1050,Prasad Raju,23,M,A1
1335,1051,Harish Patil,35,M,A1
1336,1052,Lokesh Shetty,29,M,A1
1337,1053,Unknown,28,M,A1
1338,1054,Suresh Nayak,18,M,A1
1339,1055,Unknown,35,M,A1
1340,1056,Prasad Shetty,43,M,A1
1341,1056,Basavaraj Nayak,44,M,A2
1342,1057,Umesh Hegde,42,M,A1
1343,1058,Rekha Reddy,28,M,A1
1344,1058,Prasad Patil,28,M,A2
1345,1059,Santosh Reddy,30,M,A1
1346,1060,Unknown,27,M,A1
1347,1061,Manjunath Pasha,22,M,A1
1348,1061,Suresh Rao,39,M,A2
1349,1062,Unknown,24,M,A1
1350,1063,Unknown,25,M,A1
1351,1064,Anil Murthy,26,M,A1
1352,1065,Divya Pasha,42,M,A1
1353,1065,Rekha Kumar,44,M,A2
1354,1066,Unknown,37,M,A1
1355,1067,Ravi Naik,22,M,A1
1356,1068,Mahesh Gowda,31,M,A1
1357,1069,Ramesh Reddy,42,M,A1
1358,1069,Umesh Raju,30,M,A2
1359,1070,Firoz Pasha,42,M,A1
1360,1070,Nagaratna Murthy,33,M,A2
1361,1071,Basavaraj Gowda,45,M,A1
1362,1072,Lakshmi Rao,45,M,A1
1363,1073,Manjunath Kumar,23,M,A1
1364,1074,Vidya Achar,26,M,A1
1365,1075,Nagaratna Kumar,18,M,A1
1366,1076,Shwetha Patil,19,M,A1
1367,1077,Vinay Prasad,27,M,A1
1368,1077,Shivakumar Raju,29,M,A2
1369,1078,Geetha Murthy,29,M,A1
1370,1079,Rekha Rao,32,M,A1
1371,1080,Firoz Achar,37,M,A1
1372,1081,Prasad Pasha,42,M,A1
1373,1082,Unknown,45,M,A1
1374,1083,Lakshmi Prasad,29,M,A1
1375,1083,Prasad Naik,29,M,A2
1376,1084,Unknown,24,M,A1
1377,1085,Ramesh Kumar,33,M,A1
1378,1086,Divya Setty,25,M,A1
1379,1087,Santosh Kumar,40,M,A1
1380,1088,Nagaraj Gowda,43,M,A1
1381,1089,Bhavya Murthy,39,M,A1
1382,1089,Bhavya Shetty,24,M,A2
1383,1090,Unknown,45,M,A1
1384,1091,Anil Shetty,44,M,A1
1385,1092,Unknown,37,M,A1
1386,1093,Savitha Gowda,45,M,A1
1387,1094,Unknown,45,M,A1
1388,1095,Unknown,19,M,A1
1389,1096,Firoz Reddy,19,M,A1
1390,1097,Arun Gowda,29,M,A1
1391,1098,Vidya Nayak,39,M,A1
1392,1099,Unknown,42,M,A1
1393,1100,Kiran Nayak,28,M,A1
1394,1101,Unknown,26,M,A1
1395,1102,Mahesh Nayak,33,M,A1
1396,1102,Santosh Prasad,19,M,A2
1397,1103,Unknown,37,M,A1
1398,1104,Basavaraj Kumar,18,M,A1
1399,1104,Imran Pasha,24,M,A2
1400,1105,Mahesh Setty,28,M,A1
1401,1105,Manjunath Kumar,35,M,A2
1402,1106,Shwetha Setty,19,M,A1
1403,1107,Unknown,20,M,A1
1404,1108,Lakshmi Patil,21,M,A1
1405,1109,Unknown,41,M,A1
1406,1110,Vinay Rao,19,M,A1
1407,1110,Basavaraj Setty,45,M,A2
1408,1111,Harish Achar,25,M,A1
1409,1112,Unknown,32,M,A1
1410,1113,Vinay Patil,34,M,A1
1411,1114,Mahesh Reddy,39,M,A1
1412,1114,Firoz Pasha,21,M,A2
1413,1115,Prasad Hegde,39,M,A1
1414,1115,Nagaratna Achar,33,M,A2
1415,1116,Arun Patil,42,M,A1
1416,1117,Vinay Pasha,30,M,A1
1417,1118,Unknown,28,M,A1
1418,1119,Unknown,30,M,A1
1419,1120,Unknown,27,M,A1
1420,1121,Unknown,40,M,A1
1421,1122,Shivakumar Setty,25,M,A1
1422,1122,Suresh Rao,42,M,A2
1423,1123,Imran Pasha,40,M,A1
1424,1124,Unknown,38,M,A1
1425,1125,Divya Gowda,31,M,A1
1426,1126,Nagaraj Rao,44,M,A1
1427,1126,Basavaraj Reddy,27,M,A2
1428,1127,Mahesh Bhat,25,M,A1
1429,1127,Lakshmi Achar,41,M,A2
1430,1128,Ramesh Achar,21,M,A1
1431,1128,Kiran Prasad,28,M,A2
1432,1129,Mahesh Prasad,38,M,A1
1433,1129,Suresh Raju,23,M,A2
1434,1130,Girish Prasad,42,M,A1
1435,1131,Shivakumar Bhat,43,M,A1
1436,1131,Kavya Shetty,22,M,A2
1437,1132,Unknown,40,M,A1
1438,1133,Ramesh Murthy,30,M,A1
1439,1134,Ravi Bhat,36,M,A1
1440,1135,Prakash Murthy,39,M,A1
1441,1136,Umesh Murthy,43,M,A1
