ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
607,607,Manjunath Reddy,28,3,3,3,M
608,608,Geetha Rao,54,5,3,1,F
609,609,Sushma Achar,59,2,2,2,F
610,610,Firoz Hegde,19,6,2,3,M
611,611,Ramesh Hegde,34,3,2,1,M
612,612,Deepa Reddy,40,3,3,4,F
613,613,Ramesh Naik,67,7,2,2,M
614,614,Roopa Gowda,54,1,4,4,F
615,615,Kiran Kumar,41,5,4,1,M
616,616,Anitha Nayak,18,3,2,3,F
617,617,Vidya Setty,48,8,4,1,F
618,618,Shwetha Pasha,67,3,2,3,F
619,619,Prasad Achar,56,6,4,3,M
620,620,Lakshmi Raju,35,7,1,4,F
621,621,Prasad Bhat,54,6,1,4,M
622,622,Roopa Hegde,44,2,1,4,F
623,623,Ravi Prasad,52,7,2,2,M
624,624,Deepa Bhat,65,5,2,4,F
625,625,Rekha Patil,34,5,2,1,F
626,626,Mahesh Gowda,59,4,4,1,M
627,627,Lokesh Kumar,47,8,3,1,M
628,628,Rekha Hegde,30,4,3,4,F
629,629,Vinay Gowda,32,3,3,4,M
630,630,Kavya Gowda,68,4,4,3,F
631,631,Lokesh Pasha,41,3,2,1,M
632,632,Shwetha Prasad,57,1,3,1,F
633,633,Deepa Reddy,65,5,1,2,F
634,634,Basavaraj Prasad,19,2,3,4,M
635,635,Shwetha Bhat,18,8,3,1,F
636,636,Lokesh Murthy,27,8,2,2,M
637,637,Nagaratna Achar,22,2,1,4,F
638,638,Shivakumar Hegde,64,5,4,3,M
639,639,Anil Kumar,61,1,2,3,M
640,640,Basavaraj Pasha,50,1,4,1,M
641,641,Anitha Kumar,28,2,1,4,F
642,642,Anil Naik,46,6,2,3,M
643,643,Suresh Achar,31,1,4,2,M
644,644,Ravi Hegde,27,6,2,2,M
645,645,Geetha Gowda,39,2,4,3,F
646,646,Santosh Prasad,69,1,4,1,M
647,647,Rekha Naik,26,4,2,3,F
648,648,Anitha Achar,25,8,3,4,F
649,649,Arun Raju,68,5,3,1,M
650,650,Ravi Naik,54,7,2,2,M
651,651,Anitha Patil,54,2,1,1,F
652,652,Arun Setty,69,1,2,4,M
653,653,Divya Gowda,47,7,2,1,F
654,654,Suresh Achar,34,6,1,3,M
655,655,Anitha Hegde,57,1,1,1,F
656,656,Lakshmi Achar,51,5,1,4,F
657,657,Deepa Reddy,69,3,4,1,F
658,658,Lakshmi Reddy,45,7,4,3,F
659,659,Prasad Prasad,69,7,1,2,M
660,660,Lokesh Prasad,31,2,4,4,M
661,661,Kiran Prasad,39,1,2,3,M
662,662,Prasad Prasad,60,5,2,2,M
663,663,Geetha Nayak,48,4,1,4,F
664,664,Vinay Pasha,26,2,4,1,M
665,665,Nagaraj Achar,58,6,2,1,M
666,666,Nagaratna Murthy,53,1,2,1,F
667,667,Deepa Shetty,63,1,4,2,F
668,668,Shwetha Pasha,62,8,2,1,F
669,669,Manjunath Bhat,24,8,1,1,M
670,670,Rekha Prasad,45,8,3,1,F
671,671,Harish Murthy,24,1,2,1,M
672,672,Savitha Shetty,63,6,3,3,F
673,673,Deepa Murthy,62,8,4,3,F
674,674,Lakshmi Rao,44,6,4,2,F
675,675,Rekha Raju,27,2,3,3,F
676,676,Divya Kumar,57,3,4,4,F
677,677,Ramesh Hegde,32,7,1,3,M
678,678,Lakshmi Setty,24,1,1,1,F
679,679,Nagaratna Gowda,66,3,4,2,F
680,680,Nagaraj Reddy,19,2,3,1,M
681,681,Arun Patil,34,2,2,2,M
682,682,Rekha Prasad,68,7,2,3,F
683,683,Naveen Setty,35,4,1,4,M
684,684,Nagaraj Rao,36,5,1,3,M
685,685,Vinay Naik,44,2,4,2,M
686,686,Geetha Rao,64,2,3,4,F
687,687,Vidya Naik,70,2,2,4,F
688,688,Vinay Patil,66,5,3,2,M
689,689,Santosh Kumar,67,1,2,4,M
690,690,Prakash Naik,23,8,1,2,M
691,691,Deepa Prasad,49,4,1,2,F
692,692,Firoz Kumar,44,7,1,4,M
693,693,Vidya Patil,45,1,1,3,F
694,694,Nagaratna Gowda,41,8,1,1,F
695,695,Ravi Pasha,49,7,2,2,M
696,696,Suresh Hegde,18,8,1,2,M
697,697,Prakash Bhat,22,6,2,3,M
698,698,Kavya Patil,53,8,1,2,F
699,699,Lakshmi Raju,40,2,1,4,F
700,700,Santosh Hegde,58,5,4,4,M
701,701,Deepa Gowda,38,7,2,4,F
702,702,Nagaraj Bhat,46,3,2,2,M
703,703,Santosh Setty,55,1,2,2,M
704,704,Bhavya Pasha,42,2,3,3,F
705,705,Kavya Shetty,66,2,4,4,F
706,706,Imran Prasad,42,4,3,2,M
707,707,Lokesh Rao,47,4,1,2,M
708,708,Anil Setty,67,3,4,4,M
709,709,Savitha Kumar,50,5,3,3,F
710,710,Roopa Murthy,62,5,3,2,F
711,711,Sushma Gowda,62,4,2,2,F
712,712,Arun Gowda,60,2,1,2,M
713,713,Kavya Hegde,18,5,4,2,F
714,714,Shwetha Reddy,25,1,2,1,F
715,715,Prakash Raju,20,6,4,3,M
716,716,Kavya Murthy,46,3,4,1,F
717,717,Geetha Nayak,43,8,3,1,F
718,718,Prasad Setty,28,5,4,1,M
719,719,Arun Gowda,62,1,1,4,M
720,720,Divya Raju,63,7,4,4,F
721,721,Girish Patil,26,1,4,1,M
722,722,Deepa Murthy,39,4,3,3,F
723,723,Shwetha Rao,45,5,4,3,F
724,724,Imran Murthy,33,7,2,1,M
725,725,Umesh Patil,57,1,3,2,M
726,726,Bhavya Patil,18,2,1,1,F
727,727,Nagaraj Shetty,43,8,4,4,M
728,728,Imran Raju,54,2,4,3,M
729,729,Divya Gowda,65,2,3,1,F
730,730,Divya Nayak,53,1,2,1,F
731,731,Kavya Gowda,56,7,2,1,F
732,732,Nagaratna Pasha,37,5,1,4,F
733,733,Nagaratna Bhat,49,6,2,2,F
734,734,Divya Reddy,19,6,1,2,F
735,735,Prakash Setty,39,1,2,1,M
736,736,Harish Prasad,47,7,2,3,M
737,737,Ramesh Setty,48,6,2,4,M
738,738,Shwetha Prasad,34,1,3,1,F
739,739,Bhavya Rao,20,3,4,4,F
740,740,Vinay Hegde,68,3,4,3,M
741,741,Divya Gowda,48,7,2,1,F
742,742,Shwetha Gowda,67,6,2,4,F
743,743,Suresh Kumar,31,6,4,4,M
744,744,Harish Rao,20,8,2,1,M
745,745,Vinay Prasad,64,1,2,1,M
746,746,Sushma Gowda,24,6,1,1,F
747,747,Nagaratna Shetty,33,3,4,4,F
748,748,Manjunath Nayak,18,7,1,3,M
749,749,Lakshmi Gowda,53,5,2,4,F
750,750,Kiran Kumar,52,5,4,1,M
751,751,Vidya Prasad,25,6,4,3,F
752,752,Umesh Prasad,44,4,4,1,M
753,753,Prakash Patil,69,2,4,3,M
754,754,Geetha Kumar,24,6,1,3,F
755,755,Shwetha Reddy,51,7,3,3,F
756,756,Naveen Bhat,63,3,2,2,M
757,757,Savitha Hegde,27,4,3,1,F
758,758,Santosh Rao,47,5,3,1,M
759,759,Roopa Prasad,63,3,2,3,F
760,760,Basavaraj Murthy,50,4,3,2,M
761,761,Anitha Achar,19,1,3,2,F
762,762,Bhavya Raju,31,7,4,4,F
763,763,Lakshmi Achar,44,2,4,1,F
764,764,Savitha Prasad,20,2,4,2,F
765,765,Lakshmi Naik,32,3,4,4,F
766,766,Anitha Shetty,65,2,2,2,F
767,767,Vidya Pasha,52,8,3,4,F
768,768,Ramesh Naik,48,5,4,3,M
769,769,Kavya Prasad,33,6,2,3,F
770,770,Vidya Shetty,38,6,2,4,F
771,771,Nagaratna Achar,63,6,1,1,F
772,772,Rekha Nayak,20,4,2,1,F
773,773,Anitha Naik,48,4,3,1,F
774,774,Savitha Raju,63,6,3,1,F
775,775,Shwetha Reddy,65,2,2,1,F
776,776,Sushma Naik,36,2,1,4,F
777,777,Umesh Naik,62,1,1,2,M
778,778,Bhavya Gowda,49,1,3,2,F
779,779,Manjunath Bhat,27,6,2,1,M
780,780,Rekha Naik,20,6,4,4,F
781,781,Ravi Hegde,24,8,3,4,M
782,782,Roopa Setty,46,2,4,4,F
783,783,Deepa Kumar,67,3,1,1,F
784,784,Divya Rao,54,2,2,3,F
785,785,Shwetha Pasha,66,7,3,3,F
786,786,Geetha Achar,68,8,2,2,F
787,787,Manjunath Achar,37,4,4,2,M
788,788,Roopa Naik,62,2,2,3,F
789,789,Rekha Raju,48,1,4,1,F
790,790,Vidya Patil,35,6,4,3,F
791,791,Santosh Shetty,49,6,2,3,M
792,792,Santosh Shetty,39,7,3,3,M
793,793,Arun Bhat,44,8,1,3,M
794,794,Lakshmi Shetty,63,8,1,2,F
795,795,Nagaratna Rao,38,2,3,2,F
796,796,Arun Gowda,32,2,3,2,M
797,797,Shwetha Setty,61,7,3,2,F
798,798,Deepa Achar,68,5,4,3,F
799,799,Lokesh Murthy,53,8,4,3,M
800,800,Vidya Pasha,18,7,3,4,F
801,801,Deepa Patil,24,1,2,2,F
802,802,Harish Shetty,53,4,4,2,M
803,803,Vidya Gowda,41,3,2,2,F
804,804,Santosh Reddy,19,2,2,2,M
805,805,Geetha Rao,21,5,4,1,F
806,806,Firoz Patil,37,2,4,2,M
807,807,Deepa Bhat,42,3,4,1,F
808,808,Kavya Gowda,50,4,1,3,F
809,809,Shivakumar Kumar,42,8,1,1,M
810,810,Shwetha Raju,35,1,4,3,F
811,811,Anitha Shetty,52,2,1,3,F
812,812,Manjunath Achar,22,7,4,2,M
813,813,Harish Gowda,33,8,1,1,M
814,814,Prakash Setty,47,3,4,4,M
815,815,Anitha Rao,46,7,4,1,F
816,816,Harish Setty,20,3,2,2,M
817,817,Shivakumar Bhat,19,2,3,2,M
818,818,Anitha Achar,30,5,4,4,F
819,819,Suresh Gowda,36,1,3,1,M
820,820,Kavya Achar,58,3,4,2,F
821,821,Imran Achar,28,7,4,4,M
822,822,Anitha Achar,27,6,3,1,F
823,823,Divya Nayak,53,4,2,1,F
824,824,Ramesh Reddy,21,6,1,4,M
825,825,Ramesh Setty,55,2,2,3,M
826,826,Sushma Shetty,66,7,4,2,F
827,827,Prasad Setty,38,7,4,4,M
828,828,Anil Patil,35,2,4,4,M
829,829,Shivakumar Rao,61,4,4,2,M
830,830,Nagaratna Raju,48,7,4,3,F
831,831,Ramesh Setty,64,7,3,2,M
832,832,Divya Bhat,19,1,1,2,F
833,833,Mahesh Hegde,46,7,4,2,M
834,834,Prasad Kumar,70,1,3,1,M
835,835,Girish Rao,18,5,4,2,M
836,836,Manjunath Shetty,19,2,2,3,M
837,837,Shivakumar Gowda,28,5,3,4,M
838,838,Sushma Achar,26,8,3,1,F
839,839,Naveen Prasad,42,8,3,2,M
840,840,Roopa Bhat,51,7,3,3,F
841,841,Prakash Prasad,25,1,1,3,M
842,842,Deepa Murthy,67,4,3,2,F
843,843,Anitha Setty,50,7,3,2,F
844,844,Kiran Achar,25,1,4,2,M
845,845,Divya Achar,43,3,1,3,F
846,846,Imran Murthy,18,5,4,1,M
847,847,Vidya Raju,31,5,1,4,F
848,848,Lokesh Patil,32,3,3,2,M
849,849,Shwetha Prasad,66,2,1,1,F
850,850,Kiran Gowda,28,5,4,2,M
851,851,Lokesh Achar,56,6,1,2,M
852,852,Ramesh Raju,68,4,1,2,M
853,853,Kiran Gowda,29,2,4,1,M
854,854,Umesh Bhat,20,5,2,2,M
855,855,Prakash Prasad,44,7,4,4,M
856,856,Santosh Shetty,51,2,3,1,M
857,857,Santosh Pasha,40,7,2,3,M
858,858,Bhavya Pasha,40,2,4,1,F
859,859,Deepa Hegde,44,6,1,1,F
860,860,Girish Raju,18,2,1,2,M
861,861,Imran Gowda,63,8,2,4,M
862,862,Mahesh Murthy,69,6,1,4,M
863,863,Shivakumar Raju,69,2,2,3,M
864,864,Mahesh Murthy,70,3,4,2,M
865,865,Geetha Murthy,25,7,3,3,F
866,866,Anitha Gowda,36,5,3,3,F
867,867,Vinay Raju,19,7,2,4,M
868,868,Naveen Shetty,47,7,2,1,M
869,869,Girish Kumar,59,8,1,3,M
870,870,Divya Achar,34,3,3,4,F
871,871,Shwetha Hegde,18,7,3,4,F
872,872,Bhavya Raju,20,1,2,1,F
873,873,Shwetha Gowda,23,2,1,3,F
874,874,Bhavya Nayak,53,7,4,2,F
875,875,Savitha Patil,60,3,1,1,F
876,876,Kavya Kumar,27,1,3,1,F
877,877,Nagaraj Naik,51,8,3,1,M
878,878,Vinay Achar,29,3,4,1,M
879,879,Suresh Rao,59,3,4,3,M
880,880,Roopa Patil,18,8,1,4,F
881,881,Prakash Rao,33,4,4,1,M
882,882,Nagaratna Shetty,64,2,3,4,F
883,883,Imran Pasha,31,2,4,2,M
884,884,Vidya Raju,40,7,2,3,F
885,885,Shivakumar Reddy,62,6,2,1,M
886,886,Naveen Pasha,45,3,4,4,M
887,887,Shivakumar Pasha,30,1,1,3,M
888,888,Divya Achar,20,6,3,4,F
889,889,Sushma Patil,65,4,2,2,F
890,890,Anitha Reddy,44,2,2,1,F
891,891,Arun Achar,31,7,4,1,M
892,892,Kiran Naik,62,8,1,3,M
893,893,Manjunath Bhat,22,6,4,3,M
894,894,Santosh Gowda,67,5,1,2,M
895,895,Prakash Murthy,53,5,2,3,M
896,896,Harish Naik,28,7,4,3,M
897,897,Santosh Reddy,57,6,1,1,M
898,898,Savitha Patil,63,2,4,2,F
899,899,Nagaratna Patil,56,3,2,2,F
900,900,Vinay Nayak,57,6,1,4,M
901,901,Vidya Pasha,49,4,4,2,F
902,902,Prakash Nayak,20,6,3,2,M
903,903,Nagaratna Naik,42,2,2,4,F
904,904,Kavya Prasad,35,7,1,1,F
905,905,Lokesh Achar,52,8,1,2,M
906,906,Firoz Achar,69,2,3,2,M
907,907,Sushma Bhat,31,6,2,2,F
908,908,Harish Bhat,35,2,3,2,M
909,909,Divya Rao,24,2,4,1,F
910,910,Santosh Pasha,49,8,1,1,M
911,911,Shivakumar Naik,54,7,3,4,M
912,912,Umesh Rao,35,7,4,3,M
913,913,Anitha Bhat,18,6,2,2,F
914,914,Nagaratna Achar,32,3,2,3,F
915,915,Kiran Setty,31,7,2,2,M
916,916,Vinay Murthy,35,2,2,3,M
917,917,Shivakumar Kumar,41,7,3,1,M
918,918,Divya Setty,66,2,1,2,F
919,919,Deepa Pasha,29,7,2,2,F
920,920,Prasad Pasha,22,4,1,1,M
921,921,Shwetha Shetty,60,2,1,1,F
922,922,Kavya Shetty,36,1,3,3,F
923,923,Shivakumar Nayak,46,2,2,4,M
924,924,Roopa Achar,34,3,1,2,F
925,925,Bhavya Shetty,35,2,4,1,F
926,926,Vidya Achar,18,6,1,1,F
927,927,Geetha Shetty,20,4,4,4,F
928,928,Arun Hegde,70,6,2,2,M
929,929,Anil Setty,59,2,4,3,M
930,930,Prakash Bhat,45,6,4,1,M
931,931,Deepa Reddy,34,2,4,1,F
932,932,Lokesh Reddy,61,8,3,2,M
933,933,Geetha Pasha,49,5,4,3,F
934,934,Nagaratna Setty,59,7,2,4,F
935,935,Ramesh Reddy,46,6,2,1,M
936,936,Rekha Gowda,62,8,2,3,F
937,937,Kiran Bhat,69,3,4,3,M
938,938,Mahesh Shetty,58,2,4,2,M
939,939,Lakshmi Pasha,23,6,2,1,F
940,940,Rekha Setty,27,8,3,3,F
941,941,Divya Setty,56,7,1,1,F
942,942,Anitha Shetty,18,5,2,4,F
943,943,Vidya Hegde,52,8,2,4,F
944,944,Lokesh Naik,39,2,3,4,M
945,945,Nagaraj Murthy,22,2,2,4,M
946,946,Harish Bhat,67,3,4,4,M
947,947,Manjunath Gowda,34,7,1,4,M
948,948,Lokesh Nayak,21,3,3,3,M
949,949,Firoz Pasha,20,4,3,4,M
950,950,Divya Patil,65,5,4,3,F
951,951,Arun Setty,41,7,2,2,M
952,952,Harish Nayak,44,7,2,2,M
953,953,Basavaraj Reddy,19,8,1,3,M
954,954,Nagaratna Reddy,60,3,4,1,F
955,955,Ravi Achar,49,1,4,1,M
956,956,Deepa Achar,47,5,1,3,F
957,957,Lakshmi Murthy,65,3,1,4,F
958,958,Ramesh Hegde,33,1,2,1,M
959,959,Prasad Shetty,69,1,2,1,M
960,960,Lokesh Setty,45,2,3,2,M
961,961,Kavya Hegde,65,5,4,3,F
962,962,Rekha Setty,58,3,3,3,F
963,963,Nagaratna Prasad,34,3,2,3,F
964,964,Girish Shetty,62,8,1,1,M
965,965,Ravi Prasad,37,1,3,2,M
966,966,Harish Murthy,20,2,1,1,M
967,967,Prasad Bhat,53,5,4,1,M
968,968,Nagaratna Patil,56,8,3,1,F
969,969,Lokesh Gowda,27,7,3,4,M
970,970,Lakshmi Raju,63,2,2,4,F
971,971,Kavya Prasad,58,5,3,3,F
972,972,Vinay Achar,41,2,1,3,M
973,973,Arun Murthy,67,2,1,4,M
974,974,Geetha Shetty,57,5,2,3,F
975,975,Lakshmi Bhat,46,4,1,2,F
976,976,Savitha Nayak,58,6,1,1,F
977,977,Girish Bhat,19,6,1,4,M
978,978,Shwetha Achar,63,2,1,2,F
979,979,Geetha Nayak,20,1,3,4,F
980,980,Lakshmi Naik,65,1,3,3,F
981,981,Firoz Pasha,41,7,3,1,M
982,982,Roopa Hegde,18,1,1,4,F
983,983,Rekha Prasad,45,1,4,4,F
984,984,Basavaraj Nayak,49,5,4,4,M
985,985,Umesh Murthy,67,1,4,3,M
986,986,Basavaraj Kumar,39,1,2,3,M
987,987,Divya Achar,66,8,4,4,F
988,988,Lokesh Setty,64,8,3,4,M
989,989,Lokesh Pasha,37,5,2,3,M
990,990,Geetha Naik,68,6,4,1,F
991,991,Ravi Pasha,60,2,4,2,M
992,992,Kiran Naik,43,5,1,2,M
993,993,Mahesh Prasad,51,6,1,4,M
994,994,Anitha Setty,18,7,2,1,F
995,995,Sushma Kumar,52,2,2,4,F
996,996,Kiran Rao,52,5,4,2,M
997,997,Sushma Rao,37,2,1,4,F
998,998,Roopa Achar,45,3,2,1,F
999,999,Kavya Naik,61,4,3,2,F
1000,1000,Shwetha Naik,63,4,1,3,F
1001,1001,Umesh Prasad,65,8,3,3,M
1002,1002,Kiran Naik,31,8,1,2,M
1003,1003,Naveen Patil,24,1,4,3,M
1004,1004,Nagaratna Naik,20,7,4,4,F
1005,1005,Anil Gowda,69,2,1,3,M
1006,1006,Harish Nayak,63,8,4,4,M
1007,1007,Kavya Nayak,50,4,3,1,F
1008,1008,Manjunath Achar,55,5,1,4,M
1009,1009,Sushma Prasad,35,8,4,2,F
1010,1010,Santosh Prasad,35,7,4,1,M
1011,1011,Vinay Rao,68,5,4,4,M
1012,1012,Geetha Hegde,33,6,4,3,F
1013,1013,Divya Naik,31,3,2,1,F
1014,1014,Bhavya Setty,68,4,3,2,F
1015,1015,Arun Setty,29,6,2,3,M
1016,1016,Rekha Bhat,49,5,4,3,F
1017,1017,Lakshmi Shetty,59,3,1,1,F
1018,1018,Arun Rao,61,6,1,2,M
1019,1019,Santosh Rao,64,8,1,2,M
1020,1020,Vinay Naik,23,2,1,3,M
1021,1021,Shwetha Patil,62,8,2,2,F
1022,1022,Lakshmi Setty,48,3,1,2,F
1023,1023,Vidya Rao,60,7,1,1,F
1024,1024,Anitha Kumar,41,4,1,1,F
1025,1025,Nagaratna Bhat,29,7,2,4,F
1026,1026,Sushma Hegde,24,1,4,4,F
1027,1027,Ramesh Rao,25,5,2,4,M
1028,1028,Nagaraj Shetty,48,3,3,4,M
1029,1029,Arun Gowda,44,4,3,1,M
1030,1030,Girish Naik,46,8,3,3,M
1031,1031,Rekha Naik,66,5,2,4,F
1032,1032,Ramesh Prasad,36,8,4,1,M
1033,1033,Sushma Raju,42,1,3,2,F
1034,1034,Manjunath Setty,28,1,4,2,M
1035,1035,Firoz Gowda,69,7,3,3,M
1036,1036,Lokesh Murthy,38,8,1,2,M
1037,1037,Nagaratna Kumar,56,4,4,3,F
1038,1038,Ramesh Naik,24,1,3,3,M
1039,1039,Mahesh Achar,21,5,1,3,M
1040,1040,Anitha Achar,48,4,2,4,F
1041,1041,Umesh Hegde,69,3,4,1,M
1042,1042,Vinay Nayak,56,2,1,2,M
1043,1043,Rekha Murthy,34,7,3,3,F
1044,1044,Lokesh Reddy,20,1,4,2,M
1045,1045,Deepa Bhat,40,2,3,3,F
1046,1046,Girish Hegde,29,3,1,1,M
1047,1047,Harish Naik,57,4,4,2,M
1048,1048,Arun Reddy,47,8,2,3,M
1049,1049,Shwetha Prasad,55,3,4,2,F
1050,1050,Geetha Bhat,24,7,1,1,F
1051,1051,Kavya Bhat,69,5,1,2,F
1052,1052,Prasad Setty,42,3,1,1,M
1053,1053,Umesh Gowda,25,4,1,4,M
1054,1054,Santosh Prasad,38,2,1,4,M
1055,1055,Lakshmi Setty,60,4,2,3,F
1056,1056,Anil Pasha,51,1,1,1,M
1057,1057,Arun Gowda,48,5,1,3,M
1058,1058,Vidya Patil,21,1,4,4,F
1059,1059,Vidya Gowda,30,2,1,3,F
1060,1060,Naveen Hegde,58,1,4,1,M
1061,1061,Lokesh Rao,24,2,4,4,M
1062,1062,Bhavya Pasha,68,3,4,2,F
1063,1063,Anitha Patil,35,6,4,3,F
1064,1064,Rekha Reddy,45,2,3,2,F
1065,1065,Geetha Nayak,27,6,3,3,F
1066,1066,Savitha Hegde,29,8,2,3,F
1067,1067,Harish Kumar,21,5,3,2,M
1068,1068,Umesh Shetty,65,3,1,4,M
1069,1069,Naveen Reddy,58,7,1,3,M
1070,1070,Roopa Setty,22,3,3,3,F
1071,1071,Divya Gowda,64,5,2,1,F
1072,1072,Kavya Rao,26,7,3,3,F
1073,1073,Sushma Patil,67,8,3,3,F
1074,1074,Sushma Hegde,28,1,2,1,F
1075,1075,Savitha Bhat,63,7,1,3,F
1076,1076,Nagaraj Naik,36,7,1,2,M
1077,1077,Basavaraj Pasha,20,7,4,4,M
1078,1078,Deepa Reddy,41,3,2,2,F
1079,1079,Nagaratna Kumar,37,2,4,3,F
1080,1080,Harish Hegde,28,2,3,3,M
1081,1081,Nagaraj Setty,65,6,3,4,M
1082,1082,Shivakumar Pasha,69,1,4,2,M
1083,1083,Kiran Raju,63,8,3,1,M
1084,1084,Geetha Naik,25,4,2,3,F
1085,1085,Roopa Prasad,53,4,1,4,F
1086,1086,Prakash Naik,49,7,2,4,M
1087,1087,Anitha Kumar,18,8,2,1,F
1088,1088,Arun Naik,60,2,1,2,M
1089,1089,Ravi Patil,63,8,3,2,M
1090,1090,Shwetha Naik,53,3,4,3,F
1091,1091,Ramesh Nayak,43,7,3,2,M
1092,1092,Mahesh Achar,64,1,1,1,M
1093,1093,Lakshmi Pasha,60,1,4,2,F
1094,1094,Lakshmi Nayak,41,2,1,3,F
1095,1095,Bhavya Patil,35,1,3,4,F
1096,1096,Shwetha Gowda,56,1,1,1,F
1097,1097,Lokesh Raju,54,8,1,2,M
1098,1098,Lokesh Nayak,70,1,2,2,M
1099,1099,Vinay Kumar,50,4,4,1,M
1100,1100,Sushma Naik,46,3,2,1,F
1101,1101,Geetha Murthy,38,7,3,4,F
1102,1102,Mahesh Prasad,66,8,2,2,M
1103,1103,Nagaratna Murthy,65,4,2,2,F
1104,1104,Kavya Raju,23,3,4,4,F
1105,1105,Naveen Setty,50,4,3,1,M
1106,1106,Deepa Prasad,46,3,1,2,F
1107,1107,Vidya Bhat,52,7,4,2,F
1108,1108,Kavya Naik,36,7,2,3,F
1109,1109,Kavya Gowda,22,5,4,1,F
1110,1110,Ravi Prasad,37,7,4,3,M
1111,1111,Ramesh Gowda,60,7,4,4,M
1112,1112,Ramesh Kumar,50,1,3,2,M
1113,1113,Suresh Kumar,70,8,3,4,M
1114,1114,Rekha Prasad,58,4,2,1,F
1115,1115,Deepa Gowda,25,1,2,3,F
1116,1116,Prasad Rao,30,6,2,3,M
1117,1117,Sushma Achar,48,3,3,1,F
1118,1118,Geetha Naik,33,5,4,3,F
1119,1119,Kavya Murthy,24,5,1,3,F
1120,1120,Anil Achar,61,8,2,2,M
1121,1121,Roopa Naik,59,7,1,3,F
1122,1122,Rekha Bhat,53,1,1,1,F
1123,1123,Lokesh Pasha,65,3,3,1,M
1124,1124,Sushma Shetty,62,6,2,4,F
1125,1125,Shivakumar Nayak,46,2,4,4,M
1126,1126,Kavya Patil,33,2,3,3,F
1127,1127,Firoz Reddy,23,7,4,4,M
1128,1128,Naveen Shetty,39,4,4,4,M
1129,1129,Kavya Kumar,61,6,4,2,F
1130,1130,Kavya Naik,51,8,4,2,F
1131,1131,Savitha Nayak,51,2,3,1,F
1132,1132,Mahesh Reddy,31,2,1,3,M
1133,1133,Basavaraj Hegde,36,3,1,2,M
1134,1134,Shwetha Prasad,49,7,3,4,F
1135,1135,Girish Pasha,19,7,3,1,M
1136,1136,Roopa Kumar,54,1,4,4,F
1137,1137,Manjunath Nayak,68,8,1,1,M
1138,1138,Nagaratna Prasad,54,8,3,4,F
1139,1139,Deepa Bhat,59,3,2,3,F
1140,1140,Basavaraj Reddy,36,4,4,2,M
1141,1141,Prasad Achar,61,4,2,1,M
1142,1142,Bhavya Naik,68,2,3,4,F
1143,1143,Shwetha Rao,53,1,1,1,F
1144,1144,Ravi Hegde,60,6,4,2,M
1145,1145,Divya Nayak,32,8,4,4,F
1146,1146,Sushma Hegde,23,7,4,4,F
1147,1147,Bhavya Raju,38,8,2,3,F
1148,1148,Naveen Nayak,67,6,4,3,M
1149,1149,Anitha Setty,50,4,4,2,F
1150,1150,Nagaraj Gowda,38,1,2,2,M
1151,1151,Manjunath Setty,62,7,1,4,M
1152,1152,Divya Prasad,24,5,4,2,F
1153,1153,Prasad Gowda,59,2,1,4,M
1154,1154,Savitha Prasad,54,3,1,1,F
1155,1155,Naveen Naik,57,5,3,4,M
1156,1156,Vidya Setty,51,6,4,1,F
1157,1157,Shivakumar Setty,50,7,1,1,M
1158,1158,Rekha Reddy,38,6,1,2,F
1159,1159,Roopa Raju,70,3,2,1,F
1160,1160,Kavya Pasha,19,6,3,1,F
1161,1161,Roopa Bhat,33,2,3,4,F
1162,1162,Mahesh Pasha,41,3,4,2,M
1163,1163,Santosh Naik,36,4,4,1,M
1164,1164,Lakshmi Raju,45,8,4,3,F
1165,1165,Anitha Achar,51,8,3,3,F
1166,1166,Lakshmi Hegde,23,8,3,1,F
1167,1167,Arun Murthy,61,7,3,4,M
1168,1168,Ramesh Murthy,64,1,3,4,M
1169,1169,Imran Bhat,32,7,1,2,M
1170,1170,Sushma Hegde,49,6,1,1,F
1171,1171,Rekha Shetty,39,6,2,4,F
1172,1172,Savitha Pasha,65,7,1,4,F
1173,1173,Prakash Setty,23,6,1,1,M
1174,1174,Anitha Murthy,22,5,1,2,F
1175,1175,Anil Nayak,55,8,3,2,M
1176,1176,Prakash Pasha,43,8,1,3,M
1177,1177,Divya Hegde,30,4,4,1,F
1178,1178,Basavaraj Shetty,39,4,3,1,M
1179,1179,Nagaratna Naik,41,7,2,1,F
1180,1180,Nagaraj Bhat,58,6,4,2,M
1181,1181,Vidya Raju,33,5,3,3,F
1182,1182,Bhavya Murthy,20,2,4,2,F
1183,1183,Basavaraj Kumar,38,3,4,1,M
1184,1184,Ravi Naik,39,1,1,3,M
1185,1185,Divya Nayak,55,8,4,3,F
1186,1186,Prakash Naik,48,2,3,2,M
1187,1187,Anitha Hegde,65,1,1,1,F
1188,1188,Rekha Gowda,40,1,1,1,F
1189,1189,Nagaratna Rao,38,5,2,2,F
1190,1190,Basavaraj Hegde,22,6,2,2,M
1191,1191,Kavya Pasha,52,7,3,4,F
1192,1192,Prasad Setty,24,3,3,2,M
1193,1193,Lakshmi Setty,64,8,2,1,F
1194,1194,Manjunath Shetty,43,3,1,4,M
1195,1195,Anitha Rao,59,4,3,4,F
1196,1196,Imran Gowda,60,6,3,4,M
